Armas_Medios,Departamento,Municipio,Fecha_Hecho,Genero,Edad_Persona,Codigo_Dane,Delitos,Mes,Cantidad,Trimestre,Dia_Semana,Año,Categoria_Delito
Sin Empleo De Armas,Cundinamarca,Funza,2024-07-06,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-07-04,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,3,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-07-07,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-07-05,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,4,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-06-25,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-25,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-24,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-07-01,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-24,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-01,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2024-06-11,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-07-04,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-07-03,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,2,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2024-06-30,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-07-04,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,3,2024,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2024-07-03,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-05-11,Femenino,Adultos,25430,Artículo 239. Hurto Personas,5,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-02,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-07-01,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,0,2024,Hurto Personas
Contundentes,Cundinamarca,Madrid,2024-07-04,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-07-05,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-22,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2024-06-28,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-21,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-29,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-29,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-03-02,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-26,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-30,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2024-06-23,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-16,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-07-02,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-21,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-20,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-24,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-02-01,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-07-02,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-20,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-01-15,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,0,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-26,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Contundentes,Cundinamarca,Funza,2024-06-21,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2024-06-27,Masculino,Adolescentes,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-20,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-27,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-06-26,Masculino,Adolescentes,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-27,Masculino,Adolescentes,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-26,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-26,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-29,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-25,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Contundentes,Cundinamarca,Madrid,2024-06-24,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-25,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-19,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-22,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-27,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-19,Masculino,Adolescentes,25286,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-24,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-15,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-04,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2024-06-24,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-08,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-19,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-06-22,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-25,Masculino,Adolescentes,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-26,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-27,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-18,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-13,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-19,Femenino,Adolescentes,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-17,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-17,Masculino,Adolescentes,25473,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-11,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-19,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-19,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-18,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2024-05-13,Masculino,Adultos,25286,Artículo 239. Hurto Personas,5,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-04,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-06-20,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-18,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-21,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-21,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2024-06-20,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2024-06-26,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-06-24,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-26,Masculino,Adolescentes,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-06-24,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-25,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-05-19,Masculino,Adultos,25473,Artículo 239. Hurto Personas,5,1,2,6,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-24,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-21,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-02,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-22,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-20,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-05-20,Masculino,Adultos,25430,Artículo 239. Hurto Personas,5,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-05-30,Masculino,Adultos,25473,Artículo 239. Hurto Personas,5,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-01-15,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-25,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
No Reportado,Cundinamarca,Funza,2024-06-18,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2024-06-24,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-25,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-14,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-15,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-18,Masculino,Adolescentes,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-19,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-18,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-15,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-14,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-06,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Contundentes,Cundinamarca,Madrid,2024-06-19,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-19,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-19,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-20,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-20,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-20,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-22,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-22,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-04,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-14,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-13,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-15,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2024-06-09,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-16,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-13,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-14,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-12,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-13,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-14,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-04,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-05-29,Femenino,Adultos,25286,Artículo 239. Hurto Personas,5,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-07,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-17,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-06,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2024-06-12,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-09,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-08,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2024-06-08,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-06-10,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-05-30,Femenino,Adultos,25430,Artículo 239. Hurto Personas,5,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-12,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-12,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2024-06-13,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-09,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-05,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-09,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,6,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-05-07,Masculino,Adultos,25286,Artículo 239. Hurto Personas,5,1,2,1,2024,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2024-06-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-08,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-08,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
No Reportado,Cundinamarca,Funza,2024-06-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-06-07,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2024-06-11,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2024-06-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-11,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,1,2024,Hurto Personas
No Reportado,Cundinamarca,Madrid,2024-06-06,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-05-31,Masculino,Adultos,25473,Artículo 239. Hurto Personas,5,1,2,4,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2024-06-01,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-01,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-05,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-05-29,Masculino,Adultos,25286,Artículo 239. Hurto Personas,5,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-01-18,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-05-31,Femenino,Adultos,25430,Artículo 239. Hurto Personas,5,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-06,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2024-05-22,Masculino,Adultos,25473,Artículo 239. Hurto Personas,5,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-06,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2024-05-22,Masculino,Adultos,25286,Artículo 239. Hurto Personas,5,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-05-27,Masculino,Adultos,25430,Artículo 239. Hurto Personas,5,1,2,0,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-06,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2024-05-25,Masculino,Adultos,25430,Artículo 239. Hurto Personas,5,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-06,Masculino,Adolescentes,25430,Artículo 239. Hurto Personas,6,1,2,3,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-03-13,Masculino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2024-06-07,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-06-08,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,5,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2024-06-05,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2024,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2024-02-03,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,5,2024,Hurto Personas
