Armas_Medios,Departamento,Municipio,Fecha_Hecho,Genero,Edad_Persona,Codigo_Dane,Delitos,Mes,Cantidad,Trimestre,Dia_Semana,Año,Categoria_Delito
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-08,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-03-10,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-11,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-06,Masculino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-06,Femenino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-03-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-12,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-03-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,5,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-03-08,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-28,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-08,Masculino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-08,Femenino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-06,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-09,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-08,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-08,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-03-04,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-10,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-03,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-27,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-06,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-04,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-20,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-26,Femenino,Adolescentes,25286,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
No Reportado,Cundinamarca,Madrid,2026-03-09,Masculino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-09,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-04,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,2,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-03-05,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-17,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-13,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-03-05,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-05,Femenino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-05,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-05,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Contundentes,Cundinamarca,Funza,2026-03-06,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-05,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-02,Masculino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-03-06,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-06,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-27,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
No Reportado,Cundinamarca,Madrid,2026-03-01,Femenino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-03-02,Femenino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-03-03,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-21,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2026-03-02,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-02,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-01,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-27,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-28,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-02-27,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-03-03,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-30,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-01-31,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-03-04,Femenino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-14,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2026-03-04,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-05,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-26,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-24,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-27,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-25,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-27,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-02-27,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-28,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-23,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-24,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-01,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-03-01,Masculino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-03-02,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-28,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2026-02-22,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-02,Masculino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-01,Femenino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-28,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-26,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-17,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2026-02-27,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2026-02-18,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-01,Masculino,Adultos,25430,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-02-26,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-27,Femenino,Adolescentes,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-21,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-01,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,6,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2026-02-28,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-03,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-02-23,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-10,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-25,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-25,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-13,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-25,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
No Reportado,Cundinamarca,Madrid,2026-02-14,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-02-24,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-02-25,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-26,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-23,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-19,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-26,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-22,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-03,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-15,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-16,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-23,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-20,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-23,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Contundentes,Cundinamarca,Funza,2026-02-21,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-24,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-23,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-15,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-19,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-17,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
No Reportado,Cundinamarca,Funza,2026-02-22,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-25,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-24,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-22,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2026-02-24,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-21,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-02-25,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Contundentes,Cundinamarca,Funza,2026-02-25,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-23,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-02-19,Masculino,Adolescentes,25286,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-13,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2026-02-07,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-05,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-13,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-19,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-17,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-20,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-02-19,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-26,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-17,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-17,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-20,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-18,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-16,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-11,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-22,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-02-21,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-22,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-02-21,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-19,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-02-20,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,4,2026,Hurto Personas
Contundentes,Cundinamarca,Madrid,2026-02-17,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-17,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-02-16,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-16,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-07,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-18,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-18,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-15,Masculino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,6,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2026-02-12,Femenino,Adultos,25286,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-16,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-17,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,1,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-02-19,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-18,Femenino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-09,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-19,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,3,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-02-14,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-02-14,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-15,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-11,Femenino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-16,Masculino,Adultos,25473,Artículo 239. Hurto Personas,2,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-02-14,Masculino,Adultos,25430,Artículo 239. Hurto Personas,2,1,1,5,2026,Hurto Personas
