Armas_Medios;Departamento;Municipio;Fecha_Hecho;Genero;Edad_Persona;Codigo_Dane;Delitos;Mes;Cantidad
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;8/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;4/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;19/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;26/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;10/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;7/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;10/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;10/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Funza;10/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;8/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;9/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;10/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;2/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;1/03/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Contundentes;Cundinamarca;Madrid;6/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Madrid;15/03/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;7/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;6/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;5/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;30/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;28/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;24/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;22/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;7/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;7/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;7/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Madrid;3/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;7/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;5/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;27/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;4/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;6/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;8/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;6/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;9/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;7/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;8/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;4/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;4/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;5/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;2/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;4/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;2/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
No Reportado;Cundinamarca;Mosquera;30/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;5/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;3/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;5/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;5/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;1/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;27/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;30/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;2/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;1/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Madrid;3/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;3/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;3/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;5/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;4/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;29/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Funza;4/05/2023;Masculino;Adolescentes;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;4/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;4/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;28/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Funza;28/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;30/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;30/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Madrid;29/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;2/05/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;29/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;18/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;29/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
No Reportado;Cundinamarca;Mosquera;18/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;26/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;27/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;1/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;1/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;29/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;1/05/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;29/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;2/05/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/05/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;3/05/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;28/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;23/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;21/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;24/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;24/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;24/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;24/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;1/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Funza;1/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;26/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;26/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;18/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;26/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;29/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;26/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;24/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;26/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;27/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;25/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;28/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/04/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Funza;28/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Madrid;28/02/2023;Femenino;Adultos;25430;Artículo 239. Hurto Personas;2;1
Contundentes;Cundinamarca;Madrid;17/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Madrid;17/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;27/04/2023;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Funza;28/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;28/04/2023;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;23/04/2023;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;25/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;24/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;27/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;22/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;22/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;27/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/02/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;2;1
Arma De Fuego;Cundinamarca;Mosquera;16/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;16/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;22/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;22/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;27/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;26/04/2023;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;20/04/2023;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
