Armas_Medios;Departamento;Municipio;Fecha_Hecho;Genero;Edad_Persona;Codigo_Dane;Delitos;Mes;Cantidad
Sin Empleo De Armas;Cundinamarca;Mosquera;22/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;19/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;23/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;23/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;16/03/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;12/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;10/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;16/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;5/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;16/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;12/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;14/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;20/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;16/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;6/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;21/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;13/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;14/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;9/04/2025;Femenino;Adolescentes;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;11/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;10/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;5/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;7/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;10/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;9/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/02/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;8/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;12/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;15/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;16/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;16/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;8/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;16/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/02/2025;Masculino;Menores;25430000;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;10/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;6/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;5/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;4/03/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;27/03/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;12/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;12/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;11/03/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;7/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;8/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;7/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;8/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;5/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
No Reportado;Cundinamarca;Mosquera;8/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;9/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;8/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/02/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;2;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;8/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;9/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;9/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;7/03/2025;Femenino;Adolescentes;25286000;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;8/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;30/01/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;1;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;29/03/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;10/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;4/03/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;10/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/04/2025;Masculino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;4/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/04/2025;Masculino;Adolescentes;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;3/04/2025;Masculino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;3/04/2025;Femenino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/04/2025;Femenino;Adultos;25430000;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;4/04/2025;Femenino;Adultos;25286000;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;3/04/2025;Masculino;Adultos;25473000;Artículo 239. Hurto Personas;4;1
